Area_m2,Grade,Surface_Ty,Damage_Typ,Damage_Wid,Length,NSG_REFERE,NE_ID_OF,NE_DESCR,LOCALITY
57.62599199,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Coarse Cracking, Fretting, Cracking - Wheel Track Crazing, Cracking - Crazing, Fretting - Joint, Cracking - Wheel Track",7.080782268,8.14047601,34200185,4743262,MONTAGUE ROAD,BISHOPTHORPE
254.15503,Grade 1 Free From Defects,Bituminous,,10.89990745,23.32317363,82642305,4742960,ROAD A64 FROM COPMANTHORPE JUNCTION TO NABURN LANE,COPMANTHORPE
70.575108,Grade 1 Free From Defects,Bituminous,,13.44649918,5.24992083,45800949,4743182,THE MOUNT,BISHOPHILL
110.307977,Grade 2 Signs of Surface Wear,Bituminous,Fatting,7.537672882,14.63835391,33300806,4743072,MILL LANE,WIGGINTON
84.191034,Grade 1 Free From Defects,Bituminous,,3.424547216,24.59082773,45800726,4743272,MILL MOUNT,BISHOPHILL
33.726902,Grade 4 Functionally Impaired,HRA,"Cracking - Crazing, Cracking - Wheel Track Crazing, Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Fretting, Ironwork Deterioration, Subsidence",8.939507262,3.77376316,33300743,4743142,WATER LANE,RAWCLIFFE
11.307646,Grade 3 Mid Life,Bituminous,"Patching, Subsidence",3.566501918,3.17132116,45800726,4743272,MILL MOUNT,BISHOPHILL
38.538578,Grade 3 Mid Life,Bituminous,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Joint Reflective, Cracking - Transverse, Fretting, Reinstatement, Cracking - Wheel Track",5.572629926,6.9173545,45800903,4743145,ST PHILIPS GROVE,CLIFTON
32.383285,Grade 4 Functionally Impaired,Bituminous,"Chipping Loss, Cracking - Transverse, Fretting, Subsidence, Reinstatement, Patching, Cracking - Coarse Cracking, Cracking - Wheel Track, Cracking - Joint Reflective",5.653241137,5.72964836,45800903,4743145,ST PHILIPS GROVE,CLIFTON
35.52474399,Grade 3 Mid Life,Bituminous,Chipping Loss,8.563807723,4.14929722,45800312,4743223,ALBEMARLE ROAD,BISHOPHILL
21.05021,Grade 3 Mid Life,High Friction Surfacing,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Longitudinal, Cracking - Wheel Track",4.751040313,4.43189692,45802060,10309191,STIRLING ROAD,CLIFTON (WITHOUT)
14.97336499,Grade 3 Mid Life,HRA,Reinstatement,6.451304656,2.32159756,33300251,4742891,GREEN LANE,CLIFTON
31.640701,Grade 3 Mid Life,Bituminous,"Subsidence, Patching, Fretting",5.68826132,5.563897,34200026,4743215,BEECH AVENUE,BISHOPTHORPE
16.291805,Grade 3 Mid Life,Bituminous,Fretting,3.134941075,5.19816782,45800743,4743172,MOUNT PARADE,BISHOPHILL
27.212084,Grade 3 Mid Life,Bituminous,"Chipping Loss, Ironwork Deterioration, Fretting, Fretting - Joint, Cracking - Coarse Cracking, Cracking - Wheel Track",6.030209018,4.51371503,45802304,4743146,LILBOURNE DRIVE,CLIFTON (WITHOUT)
13.394325,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Wheel Track Crazing, Cracking - Crazing, Fatting, Cracking - Coarse Cracking, Chipping Loss, Cracking - Wheel Track, Fretting",5.607423668,2.38934676,45802481,4743033,SUTTON ROAD,WIGGINTON
79.583471,Grade 3 Mid Life,High Friction Surfacing,Chipping Loss,5.024303486,15.844144,45802060,10204848,STIRLING ROAD,CLIFTON (WITHOUT)
54.801546,Not classified,,,5.644982535,9.71053169,82642920,4743305,NABURN LOCK TRACK,NABURN
28.49047399,Grade 3 Mid Life,Bituminous,"Patching, Fretting, Ironwork Deterioration",6.289650137,4.53082086,45800308,4743181,ABBEY STREET,CLIFTON
47.84097599,Grade 3 Mid Life,HRA,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Cracking - Wheel Track Crazing, Fretting",6.120654774,7.81818582,33300743,4743095,WATER LANE,RAWCLIFFE
57.020462,Grade 4 Functionally Impaired,Bituminous,"Chipping Loss, Reinstatement, Patching, Fretting, Ironwork Deterioration",9.573800815,5.95733215,45800943,5578714,THE AVENUE,CLIFTON
89.023961,Grade 3 Mid Life,Bituminous,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Joint Reflective, Cracking - Longitudinal, Cracking - Transverse, Fretting, Cracking - Wheel Track",5.438658556,16.37267126,45800903,4743134,ST PHILIPS GROVE,CLIFTON
161.44154,Grade 1 Free From Defects,Bituminous,,14.45077461,11.1746683,45800949,4743171,THE MOUNT,BISHOPHILL
5.475399,Grade 3 Mid Life,Bituminous,"Chipping Loss, Fretting",2.920904228,1.87503303,45800743,4743172,MOUNT PARADE,BISHOPHILL
48.213625,Grade 5 Structurally Impaired,HRA,"Subsidence, Cracking - Crazing, Cracking - Wheel Track Crazing, Patching, Fretting, Chipping Loss",5.132972966,9.39516601,45802444,4743114,CLIFTON GREEN,CLIFTON
29.021384,Grade 4 Functionally Impaired,Concrete,"Fretting, Subsidence, Cracking - Coarse Cracking, Patching, Cracking - Wheel Track, Cracking - Transverse",6.190951682,4.68883396,33300743,4743115,WATER LANE,RAWCLIFFE
113.284382,Grade 1 Free From Defects,Modular,,6.778971024,16.71542011,45802305,16157884,RAINSBOROUGH WAY,CLIFTON (WITHOUT)
134.530335,Grade 1 Free From Defects,Bituminous,,6.273890146,21.44804964,45800408,4743100,BURDYKE AVENUE,
37.52505099,Grade 1 Free From Defects,Bituminous,,6.751309226,5.5596015,45800692,4743144,LOWTHER TERRACE,BISHOPHILL
25.032464,Grade 3 Mid Life,Bituminous,"Chipping Loss, Fatting, Fretting",6.231227459,4.01839438,45802292,4743004,WIGGINTON ROAD,WIGGINTON
21.428419,Grade 4 Functionally Impaired,Bituminous,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Fretting",5.288233954,4.05314355,34200026,4743150,BEECH AVENUE,BISHOPTHORPE
18.71754,Grade 1 Free From Defects,Bituminous,,5.19141326,3.6063946,45800965,4743123,TRENTHOLME DRIVE,BISHOPHILL
47.469638,Grade 3 Mid Life,Bituminous,"Fatting, Chipping Loss, Fretting",4.098950683,11.58391835,82641910,4743271,ACASTER MALBIS TO PARISH BOUNDARY,ACASTER MALBIS
74.121667,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Wheel Track Crazing, Cracking - Crazing, Fretting - Joint, Fretting, Patching, Chipping Loss",10.11523924,7.32958621,45800608,4743137,HOLGATE ROAD,BISHOPHILL
4.533104,Grade 3 Mid Life,Concrete,"Concrete Joint Deterioration, Vegetation, Fretting",3.584963296,1.26477976,45800673,4743096,LISTER WAY,CLIFTON
18.478328,Grade 1 Free From Defects,HRA,,7.734709986,2.38967672,45802402,4743087,AUDAX CLOSE,NORTH YORK TRADING ESTATE
65.45024999,Grade 1 Free From Defects,Bituminous,,4.699502828,13.93041589,45802307,4743070,MARTEN CLOSE,CLIFTON (WITHOUT)
15.640259,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Crazing, Cracking - Wheel Track Crazing, Cracking - Transverse, Cracking - Coarse Cracking, Cracking - Wheel Track, Fretting",5.990496489,2.61150751,45800661,4743141,LEEMAN ROAD,BECKFIELD
47.73354799,Grade 3 Mid Life,Bituminous,"Subsidence, Reinstatement, Fretting, Cracking - Longitudinal, Cracking - Coarse Cracking, Cracking - Wheel Track",6.385424792,7.47737871,82620723,4743009,CARAVAN SITE NEAR MOOR FARM,RAWCLIFFE
45.906137,Grade 3 Mid Life,HRA,"Fretting, Chipping Loss, Subsidence, Patching, Ironwork Deterioration, Cracking - Coarse Cracking, Cracking - Longitudinal, Cracking - Wheel Track",6.266076848,7.32788722,33300743,4743095,WATER LANE,RAWCLIFFE
108.877135,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Wheel Track Crazing, Cracking - Crazing, Cracking - Wheel Track, Cracking - Coarse Cracking, Cracking - Transverse, Fretting, Patching, Ironwork Deterioration, Fretting - Joint",6.874347791,15.84228385,34200185,4743165,MONTAGUE ROAD,BISHOPTHORPE
20.316025,Grade 3 Mid Life,HRA,"Chipping Loss, Fretting, Fretting - Joint, Cracking - Coarse Cracking, Cracking - Wheel Track, Ironwork Deterioration, Subsidence",3.372724862,6.02507424,45802304,4743080,LILBOURNE DRIVE,CLIFTON (WITHOUT)
20.838518,Grade 4 Functionally Impaired,Bituminous,"Chipping Loss, Fretting, Vegetation",3.71199067,5.61527487,45800391,4741715,BRAESIDE GARDENS,HOLGATE
79.22521399,Grade 1 Free From Defects,Modular,,4.875986289,16.25225887,45803298,14924551,HARDGRAVES MEWS,BISHOPTHORPE
87.62695999,Grade 3 Mid Life,Bituminous,"Chipping Loss, Fretting, Ironwork Deterioration, Patching, Cracking - Fine Cracking",4.832291936,18.13798955,45802304,4743080,LILBOURNE DRIVE,CLIFTON (WITHOUT)
31.364314,Grade 4 Functionally Impaired,Bituminous,"Fatting, Chipping Loss, Fretting",5.581671865,5.62073607,45802481,4743033,SUTTON ROAD,WIGGINTON
20.87559299,Grade 3 Mid Life,Bituminous,Reinstatement,5.49817174,3.79780122,33300343,4743056,LANCASTER WAY,RAWCLIFFE
50.99741699,Grade 3 Mid Life,Bituminous,"Reinstatement, Subsidence, Patching, Fretting, Chipping Loss",10.13521957,5.03299684,33300263,4743039,HALIFAX COURT,RAWCLIFFE
29.41765399,Grade 2 Signs of Surface Wear,Bituminous,"Cracking - Fine Cracking, Chipping Loss",6.625284111,4.44135986,34200141,4743154,KEBLE PARK SOUTH,BISHOPTHORPE
55.16656199,Grade 4 Functionally Impaired,HRA,"Chipping Loss, Fretting, Ironwork Deterioration, Cracking - Transverse",10.03609895,5.49834771,45802060,4743120,STIRLING ROAD,CLIFTON (WITHOUT)
20.940732,Grade 3 Mid Life,Bituminous,Cracking - Transverse,9.761559692,2.1457677,45800651,4743167,KNAVESMIRE ROAD,KNAVESMIRE
17.884003,Grade 3 Mid Life,Concrete,"Subsidence, Cracking - Wheel Track, Cracking - Longitudinal, Fretting, Patching",5.682521709,3.14808357,33300769,4743003,CORNER CLOSE,WIGGINTON
56.103673,Grade 1 Free From Defects,Bituminous,,5.190784037,10.81107285,45800417,4743093,CAMBRIDGE STREET,BISHOPHILL
92.85141,Grade 3 Mid Life,Bituminous,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Fretting",5.94591443,15.62036931,45802292,4743004,WIGGINTON ROAD,WIGGINTON
21.118652,Grade 4 Functionally Impaired,Concrete,"Subsidence, Reinstatement, Cracking - Transverse, Cracking - Coarse Cracking, Cracking - Longitudinal, Fretting, Cracking - Wheel Track, Concrete Joint Deterioration, Vegetation",5.882348574,3.59118611,33300769,4743003,CORNER CLOSE,WIGGINTON
49.671109,Grade 3 Mid Life,Concrete,"Concrete Joint Deterioration, Fretting",6.863246531,7.23902609,45801002,4743058,WESTMINSTER ROAD,CLIFTON
30.67667,Grade 3 Mid Life,Bituminous,"Cracking - Longitudinal, Cracking - Wheel Track",7.785385086,3.94130977,34200141,4743164,KEBLE PARK SOUTH,BISHOPTHORPE
9.16517,Grade 1 Free From Defects,Bituminous,,4.967387465,1.8455375,45800132,4742529,HUNTERS WAY,MICKLEGATE
13.93197299,Grade 4 Functionally Impaired,Concrete,"Subsidence, Concrete Joint Faulting, Concrete Joint Deterioration, Fretting, Reinstatement, Cracking - Coarse Cracking, Cracking - Wheel Track, Cracking - Longitudinal",3.783355314,3.68332025,45800673,4743041,LISTER WAY,CLIFTON
41.26949799,Grade 3 Mid Life,Bituminous,"Fretting, Cracking - Wheel Track, Cracking - Coarse Cracking, Chipping Loss, Patching",5.152491016,8.01169625,34200026,4743150,BEECH AVENUE,BISHOPTHORPE
35.487183,Grade 4 Functionally Impaired,Bituminous,Chipping Loss,6.620796156,5.36133025,33300263,4743035,HALIFAX COURT,RAWCLIFFE
88.496547,Grade 3 Mid Life,Bituminous,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Patching, Subsidence",7.920578663,11.17614744,33300806,4742967,MILL LANE,WIGGINTON
72.01667999,Grade 4 Functionally Impaired,HRA,"Subsidence, Patching, Chipping Loss, Fretting, Ironwork Deterioration, Cracking - Wheel Track, Cracking - Transverse, Cracking - Coarse Cracking",10.16527601,7.08655393,45802060,4742954,STIRLING ROAD,CLIFTON (WITHOUT)
51.07085699,Grade 3 Mid Life,HRA,"Chipping Loss, Cracking - Fine Cracking, Patching",5.336491927,9.57239948,45802444,8238234,CLIFTON GREEN,CLIFTON
31.51026999,Grade 3 Mid Life,Concrete,"Concrete Joint Deterioration, Reinstatement, Subsidence",9.672994568,3.25834375,45800943,5578713,THE AVENUE,CLIFTON
74.211537,Grade 3 Mid Life,High Friction Surfacing,"Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track",5.833317653,12.72557649,45802292,4743004,WIGGINTON ROAD,WIGGINTON
122.933786,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Crazing, Cracking - Wheel Track Crazing, Chipping Loss, Fretting, Fretting - Joint",6.271337178,19.6072037,33300743,4743029,WATER LANE,RAWCLIFFE
18.774601,Grade 3 Mid Life,Bituminous,"Cracking - Fine Cracking, Fretting, Patching, Reinstatement",6.138165705,3.05947643,82620723,4743009,CARAVAN SITE NEAR MOOR FARM,RAWCLIFFE
18.711525,Grade 3 Mid Life,Bituminous,Patching,6.255389995,2.99198801,45800465,4743034,COMPTON STREET,CLIFTON
15.32987499,Grade 3 Mid Life,Bituminous,"Patching, Reinstatement, Cracking - Coarse Cracking, Cracking - Wheel Track, Fretting, Ironwork Deterioration, Chipping Loss",6.475446788,2.36795739,45800465,4743034,COMPTON STREET,CLIFTON
65.59990399,Grade 3 Mid Life,Bituminous,"Subsidence, Patching, Fretting, Chipping Loss, Reinstatement",7.713186837,8.5069541,45800455,4743027,CLIFTON DALE,CLIFTON
221.480658,Not classified,,,8.217948356,26.95807742,33300777,4743023,GEORGE CAYLEY DRIVE,NORTH YORK TRADING ESTATE
28.362918,Grade 1 Free From Defects,Bituminous,,6.734226429,4.2128234,45800965,4743123,TRENTHOLME DRIVE,BISHOPHILL
32.86489799,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Ironwork Deterioration, Fretting, Cracking - Wheel Track, Cracking - Coarse Cracking, Cracking - Crazing, Cracking - Wheel Track Crazing, Cracking - Arc Cracking",8.854434339,3.71267957,33300765,4743045,CLIFTON MOOR GATE,RAWCLIFFE
18.368068,Grade 1 Free From Defects,Bituminous,,4.617603401,3.9788439,45800965,4743123,TRENTHOLME DRIVE,BISHOPHILL
58.978625,Grade 1 Free From Defects,Bituminous,,9.021587831,6.53907598,33300743,4743029,WATER LANE,RAWCLIFFE
23.606901,Grade 4 Functionally Impaired,Bituminous,"Fatting, Fretting, Chipping Loss, Cracking - Longitudinal, Cracking - Wheel Track, Reinstatement",6.3824295,3.69979203,45802481,4742977,SUTTON ROAD,WIGGINTON
49.94776999,Grade 3 Mid Life,Bituminous,"Subsidence, Patching, Chipping Loss",7.650740566,6.53006331,45800455,4743027,CLIFTON DALE,CLIFTON
125.948214,Grade 4 Functionally Impaired,Bituminous,"Fatting, Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Cracking - Longitudinal, Fretting, Patching",5.689887396,22.14165339,45802481,4743033,SUTTON ROAD,WIGGINTON
183.012818,Grade 5 Structurally Impaired,Bituminous,"Cracking - Crazing, Cracking - Wheel Track, Cracking - Longitudinal, Cracking - Transverse, Cracking - Wheel Track Crazing, Subsidence, Chipping Loss, Fretting, Cracking - Coarse Cracking",6.245408684,29.31175266,45802060,4742954,STIRLING ROAD,CLIFTON (WITHOUT)
56.73967499,Grade 3 Mid Life,Bituminous,"Cracking - Longitudinal, Cracking - Wheel Track, Cracking - Coarse Cracking",12.64520736,4.48824795,33300765,4743045,CLIFTON MOOR GATE,RAWCLIFFE
132.231262,Grade 4 Functionally Impaired,Bituminous,"Fatting, Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Cracking - Longitudinal",5.585672646,23.67992763,45802481,4743033,SUTTON ROAD,WIGGINTON
87.02039299,Grade 3 Mid Life,Bituminous,"Chipping Loss, Fretting, Cracking - Coarse Cracking, Cracking - Wheel Track",5.661179173,15.37574283,45802292,4743004,WIGGINTON ROAD,WIGGINTON
98.51906999,Grade 3 Mid Life,Bituminous,"Cracking - Transverse, Cracking - Joint Reflective, Fretting",9.4245795,10.45606738,45800965,4743026,TRENTHOLME DRIVE,BISHOPHILL
16.364346,Grade 4 Functionally Impaired,Bituminous,"Subsidence, Patching, Fretting, Ironwork Deterioration, Chipping Loss, Cracking - Coarse Cracking",5.319198497,3.07726619,34200274,4743099,VERNON CLOSE,BISHOPTHORPE
47.751995,Grade 1 Free From Defects,Bituminous,,8.438618434,5.66021484,34200165,4743189,MAIN STREET,BISHOPTHORPE
24.50020299,Grade 3 Mid Life,Bituminous,"Chipping Loss, Fretting",4.79598805,5.10980219,34200137,4743089,KEBLE DRIVE,BISHOPTHORPE
75.03151499,Grade 3 Mid Life,Bituminous,"Fatting, Fretting, Patching, Chipping Loss, Cracking - Wheel Track, Cracking - Coarse Cracking",6.337298309,11.84305636,45802481,4742977,SUTTON ROAD,WIGGINTON
86.68220599,Grade 3 Mid Life,Bituminous,"Subsidence, Ironwork Deterioration, Fretting, Cracking - Coarse Cracking, Cracking - Wheel Track",9.531511798,9.09670416,33300765,4743045,CLIFTON MOOR GATE,RAWCLIFFE
9.296464,Not classified,,,3.081313779,3.01781329,45802034,4743037,CAMBRIDGE MEWS,BISHOPHILL
8.21457799,Grade 3 Mid Life,Bituminous,"Subsidence, Reinstatement, Patching",5.064144521,1.62249465,33300744,4743019,JACOBI CLOSE,RAWCLIFFE
46.769164,Grade 3 Mid Life,Bituminous,"Patching, Fretting, Chipping Loss",6.144869436,7.612905,45802444,8238234,CLIFTON GREEN,CLIFTON
85.095144,Grade 1 Free From Defects,Bituminous,,4.976724406,17.10312527,33300270,4743002,HANDLEY CLOSE,RAWCLIFFE
305.958011,Grade 1 Free From Defects,Bituminous,,11.44290858,26.74468537,82642305,4742960,ROAD A64 FROM COPMANTHORPE JUNCTION TO NABURN LANE,COPMANTHORPE
29.55454599,Grade 3 Mid Life,Bituminous,"Chipping Loss, Cracking - Wheel Track, Cracking - Coarse Cracking, Patching",9.616055021,3.07427849,33300765,4743045,CLIFTON MOOR GATE,RAWCLIFFE
34.74342399,Grade 3 Mid Life,Bituminous,Chipping Loss,4.803053605,7.23548553,34200137,4743089,KEBLE DRIVE,BISHOPTHORPE
24.50299899,Grade 3 Mid Life,Bituminous,"Subsidence, Patching, Fretting, Ironwork Deterioration",8.282684833,2.95904532,45800984,4743016,WATER END,CLIFTON
33.183354,Grade 3 Mid Life,Bituminous,"Fretting, Ironwork Deterioration, Cracking - Coarse Cracking, Cracking - Wheel Track, Chipping Loss",10.02435036,3.31115761,33300765,4742994,CLIFTON MOOR GATE,RAWCLIFFE
53.209623,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Reinstatement, Fretting, Patching, Cracking - Coarse Cracking, Cracking - Wheel Track, Ironwork Deterioration, Cracking - Arc Cracking",9.766917493,5.44932489,45800651,4743167,KNAVESMIRE ROAD,KNAVESMIRE
13.063191,Grade 3 Mid Life,Bituminous,"Reinstatement, Subsidence, Fretting",5.334873438,2.44922835,45802057,4743010,ELSTON CLOSE,CLIFTON (WITHOUT)
24.962723,Grade 2 Signs of Surface Wear,Bituminous,"Cracking - Fine Cracking, Fretting",4.975133673,5.01881776,33300270,4743002,HANDLEY CLOSE,RAWCLIFFE
40.70930299,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Wheel Track Crazing, Cracking - Crazing, Cracking - Wheel Track, Cracking - Coarse Cracking, Fretting, Chipping Loss",5.4810655,7.42918666,34200171,4743088,MAPLE AVENUE,BISHOPTHORPE
15.357479,Grade 3 Mid Life,Concrete,"Concrete Joint Deterioration, Cracking - Longitudinal",7.470639599,2.05621124,45801002,4742989,WESTMINSTER ROAD,CLIFTON
43.68292,Grade 3 Mid Life,Bituminous,"Chipping Loss, Fretting, Ironwork Deterioration, Patching",5.489095334,7.96017316,33300343,4742983,LANCASTER WAY,RAWCLIFFE
18.780324,Grade 3 Mid Life,HRA,"Chipping Loss, Fretting, Ironwork Deterioration, Cracking - Transverse, Cracking - Coarse Cracking, Cracking - Wheel Track",8.567411184,2.19267658,45802060,4742954,STIRLING ROAD,CLIFTON (WITHOUT)
97.993998,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Wheel Track Crazing, Cracking - Crazing, Patching, Cracking - Coarse Cracking, Cracking - Wheel Track, Chipping Loss, Fretting",6.380526404,15.36226042,82641910,4743271,ACASTER MALBIS TO PARISH BOUNDARY,ACASTER MALBIS
31.865006,Grade 1 Free From Defects,Bituminous,,3.847658774,8.28377938,45800391,4741715,BRAESIDE GARDENS,HOLGATE
63.005015,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Wheel Track Crazing, Cracking - Crazing, Patching, Fretting, Fatting, Chipping Loss, Cracking - Coarse Cracking, Cracking - Wheel Track, Edge Break or Scour",6.428136353,9.80424265,45802481,4742910,SUTTON ROAD,WIGGINTON
11.594754,Grade 3 Mid Life,Bituminous,"Subsidence, Reinstatement, Cracking - Fine Cracking",5.431218801,2.13538873,34200062,4743053,CROFT COURT,BISHOPTHORPE
70.990497,Grade 1 Free From Defects,Bituminous,,5.142165693,13.80919648,33300280,4742970,HAYFORTH CLOSE,RAWCLIFFE
31.732296,Grade 5 Structurally Impaired,HRA,"Subsidence, Patching, Fretting, Ironwork Deterioration, Chipping Loss, Cracking - Coarse Cracking, Cracking - Arc Cracking, Cracking - Crazing, Cracking - Wheel Track Crazing",7.924860228,4.00526232,45802060,4742954,STIRLING ROAD,CLIFTON (WITHOUT)
30.877102,Grade 3 Mid Life,HRA,Patching,5.812472075,5.31348028,45800984,4743016,WATER END,CLIFTON
35.147511,Grade 1 Free From Defects,Bituminous,,4.803118896,7.31940608,33300508,4743001,RAWCLIFFE DRIVE,RAWCLIFFE
62.829397,Not classified,,,2.922236513,21.5065946,33300780,4742893,GREEN LANE,WIGGINTON
47.52272399,Grade 3 Mid Life,Bituminous,"Patching, Fretting - Joint, Subsidence, Cracking - Coarse Cracking, Cracking - Wheel Track, Chipping Loss, Fretting, Cracking - Longitudinal",13.00936234,3.6538889,45800744,4743021,MOUNT VALE,BISHOPHILL
11.101413,Grade 2 Signs of Surface Wear,Bituminous,Chipping Loss,7.900754164,1.40547378,45802058,4742909,GREEN LANE INDUSTRIAL ESTATE ROAD,CLIFTON (WITHOUT)
26.61746499,Grade 1 Free From Defects,Bituminous,,5.853324926,4.54856166,45800965,4743026,TRENTHOLME DRIVE,BISHOPHILL
76.82372599,Grade 1 Free From Defects,Bituminous,,7.077120124,10.85803921,34200171,4743088,MAPLE AVENUE,BISHOPTHORPE
53.277988,Grade 4 Functionally Impaired,HRA,"Fretting, Fretting - Joint, Cracking - Transverse",9.769701019,5.45477158,45800651,4743007,KNAVESMIRE ROAD,KNAVESMIRE
61.026108,Grade 4 Functionally Impaired,Bituminous,"Fatting, Chipping Loss, Fretting, Patching",7.552962882,8.0820498,45802481,4742903,SUTTON ROAD,WIGGINTON
14.886509,Grade 1 Free From Defects,Bituminous,,5.220151009,2.85246461,45802368,4742996,ST PAULS MEWS,BISHOPHILL
21.884342,Grade 3 Mid Life,Bituminous,"Fatting, Fretting, Chipping Loss, Cracking - Transverse, Cracking - Coarse Cracking, Cracking - Wheel Track",6.53908305,3.34765039,45802481,4742910,SUTTON ROAD,WIGGINTON
22.01624299,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Crazing, Cracking - Wheel Track Crazing, Fretting - Joint, Patching",6.251139754,3.52285355,45800484,4759290,DALTON TERRACE,BISHOPHILL
165.076932,Grade 3 Mid Life,Bituminous,"Cracking - Joint Reflective, Vegetation",6.208995,26.59311491,33300207,4742786,FAIRWAY,RAWCLIFFE
46.535018,Grade 4 Functionally Impaired,Bituminous,"Fretting, Chipping Loss, Cracking - Wheel Track, Cracking - Coarse Cracking, Patching, Fatting",6.076119912,7.66080859,45802481,4742817,SUTTON ROAD,WIGGINTON
13.671338,Grade 3 Mid Life,Bituminous,"Cracking - Coarse Cracking, Cracking - Wheel Track",6.849547417,1.99645588,45800608,4743006,HOLGATE ROAD,BISHOPHILL
71.89273599,Not classified,,,2.47835965,29.01649795,33300780,4742893,GREEN LANE,WIGGINTON
30.400274,Grade 3 Mid Life,HRA,"Fretting, Chipping Loss, Cracking - Longitudinal, Cracking - Wheel Track, Cracking - Transverse, Patching",6.530220765,4.65653749,33300251,4742891,GREEN LANE,CLIFTON
27.670424,Grade 3 Mid Life,Bituminous,"Subsidence, Cracking - Wheel Track, Fretting, Patching, Cracking - Coarse Cracking, Chipping Loss",5.834191619,4.74403598,34200051,14924546,CHURCH LANE,BISHOPTHORPE
53.31548899,Grade 3 Mid Life,Bituminous,"Chipping Loss, Fretting - Joint",7.101751669,7.50943636,33300777,4742929,GEORGE CAYLEY DRIVE,NORTH YORK TRADING ESTATE
19.126159,Grade 3 Mid Life,Concrete,"Subsidence, Concrete Joint Deterioration, Reinstatement, Fretting, Vegetation, Cracking - Longitudinal, Patching",4.984629711,3.83795505,45800564,4743008,GREENCLIFFE DRIVE,CLIFTON
23.04227699,Grade 3 Mid Life,Bituminous,"Subsidence, Patching, Fretting, Cracking - Coarse Cracking, Chipping Loss, Cracking - Wheel Track",6.969607482,3.30696677,34200165,4743189,MAIN STREET,BISHOPTHORPE
54.20026099,Grade 2 Signs of Surface Wear,Bituminous,"Chipping Loss, Cracking - Fine Cracking",7.11760408,7.61706051,33300745,4742911,AMY JOHNSON WAY,NORTH YORK TRADING ESTATE
63.96724799,Grade 5 Structurally Impaired,Bituminous,"Subsidence, Cracking - Crazing, Cracking - Wheel Track Crazing, Fretting, Chipping Loss, Fatting, Cracking - Wheel Track, Patching, Cracking - Arc Cracking",6.551972137,9.76577265,45802481,4742817,SUTTON ROAD,WIGGINTON
119.504673,Grade 4 Functionally Impaired,Bituminous,"Fretting, Reinstatement, Patching, Cracking - Wheel Track, Cracking - Transverse, Cracking - Coarse Cracking, Chipping Loss, Cracking - Longitudinal",8.259308365,14.47284283,45802058,4742909,GREEN LANE INDUSTRIAL ESTATE ROAD,CLIFTON (WITHOUT)
26.402155,Grade 1 Free From Defects,HRA,,7.28394188,3.62563004,45800608,4742936,HOLGATE ROAD,BISHOPHILL
109.933622,Grade 3 Mid Life,HRA,"Chipping Loss, Fretting, Cracking - Wheel Track, Cracking - Coarse Cracking, Cracking - Transverse, Cracking - Longitudinal",4.695449293,23.41932539,45802060,4742895,STIRLING ROAD,CLIFTON (WITHOUT)
71.75385,Grade 3 Mid Life,HRA,"Fretting, Chipping Loss, Cracking - Longitudinal, Cracking - Wheel Track, Patching",6.534078776,10.98434383,33300251,4742891,GREEN LANE,CLIFTON
15.852892,Grade 3 Mid Life,Concrete,"Concrete Joint Deterioration, Cracking - Fine Cracking, Fretting, Cracking - Transverse, Vegetation",5.059598631,3.13397638,45800564,4742944,GREENCLIFFE DRIVE,CLIFTON
30.38372599,Grade 3 Mid Life,Bituminous,Cracking - Joint Reflective,4.243998572,7.16100533,33300465,4742908,ORIEL GROVE,RAWCLIFFE
23.74651899,Grade 1 Free From Defects,Bituminous,,7.290911489,3.2578142,45800661,4742938,LEEMAN ROAD,BECKFIELD
69.53989599,Grade 4 Functionally Impaired,Concrete,"Subsidence, Cracking - Transverse, Cracking - Wheel Track, Concrete Joint Deterioration, Fretting",7.305918828,9.52060461,45801002,4742853,WESTMINSTER ROAD,CLIFTON
